gene	conMean	treatMean	logFC	pValue	fdr
GAS1	6.14693880623608	14.3107173674833	1.21915596528505	8.16165437501089e-78	7.90572821282305e-76
SULF1	21.8838796064588	46.1987614008909	1.0779856492744	8.84027577391491e-50	2.24080336018804e-48
CPN2	0.0783492190957684	0.222743139685969	1.50739019797	4.12374007820952e-40	6.76203617903256e-39
IL16	1.07929479496659	2.49427843318486	1.20853354885779	3.10072194843025e-81	3.68849915286514e-79
MMP13	5.46975827074833	17.1811192464588	1.65127504102899	2.95026306480326e-31	3.15027696234622e-30
MFAP4	11.6996099731626	39.7644677445434	1.76501942442706	2.06113769016396e-64	1.03522548949309e-62
TRAT1	0.483084789768374	1.02686016778174	1.08789140225998	3.749895830863e-26	3.23900237976644e-25
MXRA5	21.6595659184855	60.404744454343	1.47965753957432	1.07734601763698e-98	4.56559042036721e-96
RGS18	0.418498766280624	0.848782167416481	1.0201709763403	1.30346115543982e-34	1.60693061171995e-33
CXorf21	1.21202403674833	2.47930395300668	1.03251684057045	3.13561859366703e-47	7.18279117377003e-46
CD2	7.17664509325167	14.6526062839644	1.02977582012472	1.3783037764754e-26	1.21371282550538e-25
TSPAN11	0.495452392538975	1.06411844817372	1.10284040547392	3.2278760385642e-53	9.47472444999332e-52
CCL21	8.61946861788419	18.7350999016926	1.12007283423127	1.54977015032065e-23	1.18804030573761e-22
MMRN1	0.570468283216036	1.64991570037862	1.53217373113825	5.90186420882125e-33	6.75974421377594e-32
MYOCD	0.0496234719665924	0.133560522910913	1.4283990631195	2.29022875328079e-27	2.08721721258339e-26
FLI1	1.61460769554566	3.33147348062361	1.04497673642842	3.90758277052851e-79	3.98426540985993e-77
ABCA6	0.231188295178174	0.663052222939866	1.52005414598931	2.3590605143787e-74	1.84920344713812e-72
KCNIP2	0.74725476454343	1.74825742073497	1.22624553317182	7.28279420434904e-08	1.87439689134897e-07
NR2F1	3.28169297932739	7.96956938596882	1.28006150121312	5.6280808342087e-41	9.52839003654234e-40
TMEM130	0.359904511233853	0.826748797037862	1.19983485534214	5.44163283991184e-45	1.12662569377167e-43
EMILIN1	12.7389615908686	30.7986870022272	1.27362116588127	1.00429460933331e-65	5.29931486271168e-64
TPSD1	1.16798840594878	3.54860135839421	1.60322456114403	9.1825804344977e-12	3.2821553313712e-11
CCDC36	0.0885370229265033	0.219407830957684	1.30926224988647	9.6764549441827e-77	8.86637874986903e-75
WIPF1	4.84753861247216	10.5382914342984	1.12031668771233	2.58367555646764e-94	7.4547285577144e-92
VCAM1	4.53478765167038	10.5908993690423	1.22371820575669	1.36873185766928e-48	3.28519871183241e-47
FN1	171.963547416481	432.918861269488	1.33199387985942	1.4048478173314e-62	6.41452567368051e-61
PNMT	4.13722541365256	13.3842681744833	1.69380278840728	0.0242280342800865	0.0324371974402461
PCDH7	1.2307546989755	2.86230786815145	1.21763560810174	1.93005760745578e-70	1.27675664461989e-68
METTL11B	0.103021864995546	0.273567383057906	1.40894566817976	2.0354276617371e-25	1.70280286988383e-24
THSD7B	0.174040559908686	0.364625934545657	1.06699361547674	2.20381365391753e-31	2.36813922034672e-30
TNXB	0.536202424195991	1.64357141262806	1.61598449545804	7.95564136386464e-36	1.03240624435759e-34
DPP4	1.23558519158129	3.33270666636971	1.43149985630822	1.03344193680113e-77	9.93936603188661e-76
FCAMR	0.052545531935412	0.246798826100223	2.23169553340177	0.0023750095033714	0.00369691274968085
SLC22A3	0.362051880202673	0.822649103296214	1.18408074475089	9.34990519622761e-42	1.63394412842838e-40
NID1	15.5566008632517	31.4019278485523	1.01332626866571	2.68719190346982e-79	2.78175644297361e-77
FBLN2	21.3337100772829	44.8115453919822	1.07073559882932	2.68415877668958e-80	2.98359648940061e-78
CD5	1.73929339576837	3.78881136859688	1.123243998269	3.4496643461307e-29	3.3923784044872e-28
GLRA3	0.703253129924276	1.82913934966815	1.37904901480335	0.000762689737944978	0.00126425076839895
LY9	0.219928655095768	0.521799031879733	1.24645867839705	5.2402725620802e-31	5.54748916583681e-30
FAM180B	0.106300272616926	0.223586765374165	1.07268949740088	2.31382585750858e-11	8.00453889124333e-11
KCNJ15	0.194583197164811	0.400665492004454	1.04201112605072	3.45211983513558e-55	1.10410842179891e-53
C6	0.218232283233853	0.682625197538976	1.64522913298861	4.35689650399186e-19	2.62828618730577e-18
ST6GAL2	0.895190001657016	2.42963407253898	1.44047321761856	7.84767234655207e-60	3.1673299015355e-58
C14orf180	0.121762798126949	0.360305962260579	1.56514910767095	1.27360494513077e-14	5.71899227182728e-14
PTPRD	0.610750311915367	1.27957412552339	1.06700912448803	2.36301909803415e-49	5.85830018070221e-48
MMP14	71.7175133496659	143.653183719376	1.00219259516839	2.53196885217184e-57	8.82674282886949e-56
ACKR4	0.370437337572383	1.04687449679287	1.49878707206995	7.83495426120713e-68	4.52126871218e-66
CPA3	6.34863882770601	14.7468764783964	1.21589020014217	4.23297617433127e-40	6.93277655798386e-39
CD27	2.83078878305122	5.74339723563474	1.02070023979105	1.6111027863517e-27	1.47722548246893e-26
CCR4	0.784514424761693	2.01704698363029	1.3623728102443	1.83885890958496e-46	4.05475864599702e-45
PLXNC1	2.85489067817372	6.65543904231626	1.22109833840519	3.82985813505073e-93	9.79937852253263e-91
IGF1	0.174529009485523	0.544391032739421	1.64117644769731	1.55602494434028e-57	5.48084526498663e-56
ELN	12.6701492955457	27.8813142483296	1.13786504326195	1.82806369649858e-42	3.30098159630057e-41
KLK4	0.927681423959911	2.70583267708241	1.54437127077573	1.64490596833793e-59	6.46567241641469e-58
SGIP1	0.4871176707951	0.978596886726058	1.00644437336667	6.91627033534645e-54	2.08425648928074e-52
TM6SF1	0.825872717416481	1.70647522939866	1.04702811559259	7.13637726297364e-74	5.53008068932489e-72
BICC1	1.76469351924276	4.59449696391982	1.38048926716992	1.63501944519895e-99	7.6456892056355e-97
MRVI1	1.61567428685969	3.50537684632517	1.11743316367774	2.13738692763682e-81	2.5879557255074e-79
MXRA8	24.8646817349666	51.2644268819599	1.04386010138731	3.37832521983324e-57	1.17169995667925e-55
